Source,Target
情志异常,精神恍惚
面色不荣,心中懊𢙐
面色不荣,精神恍惚
心中懊𢙐,少言
心中懊𢙐,精神恍惚
少言,精神恍惚
情绪不稳,月经先期
情绪不稳,唇干
情绪不稳,不能自制
情绪不稳,情志异常
情绪不稳,发狂
情绪不稳,少语
情绪不稳,精神恍惚
月经先期,唇干
月经先期,胸胁胀
月经先期,不能自制
月经先期,烦躁
月经先期,头痛
月经先期,情志异常
月经先期,发狂
月经先期,少语
月经先期,口苦
月经先期,精神恍惚
唇干,胸胁胀
唇干,不能自制
唇干,烦躁
唇干,头痛
唇干,情志异常
唇干,发狂
唇干,少语
唇干,月经过多
唇干,精神恍惚
胸胁胀,不能自制
胸胁胀,头痛
胸胁胀,情志异常
胸胁胀,发狂
胸胁胀,少语
胸胁胀,精神恍惚
不能自制,烦躁
不能自制,头痛
不能自制,情志异常
不能自制,发狂
不能自制,少语
不能自制,口苦
不能自制,月经过多
不能自制,精神恍惚
烦躁,情志异常
烦躁,发狂
烦躁,少语
烦躁,精神恍惚
头痛,情志异常
头痛,发狂
头痛,少语
头痛,口苦
头痛,月经过多
头痛,精神恍惚
情志异常,发狂
情志异常,少语
情志异常,口苦
情志异常,月经过多
发狂,少语
发狂,口苦
发狂,月经过多
发狂,精神恍惚
少语,口苦
少语,月经过多
少语,精神恍惚
口苦,精神恍惚
月经过多,精神恍惚
情绪不稳,皮疹
情绪不稳,言语错乱
情绪不稳,白带量多
情绪不稳,白带色黄
情绪不稳,意识障碍
不寐,皮疹
不寐,白带量多
不寐,胸闷
不寐,白带色黄
不寐,意识障碍
皮疹,烦躁
皮疹,言语错乱
皮疹,白带量多
皮疹,情志异常
皮疹,纳差
皮疹,胸闷
皮疹,白带色黄
皮疹,意识障碍
皮疹,精神恍惚
便秘,言语错乱
便秘,白带量多
便秘,情志异常
便秘,纳差
便秘,精神恍惚
烦躁,言语错乱
烦躁,白带量多
烦躁,白带色黄
烦躁,意识障碍
言语错乱,白带量多
言语错乱,纳差
言语错乱,胸闷
言语错乱,白带色黄
言语错乱,意识障碍
白带量多,情志异常
白带量多,纳差
白带量多,胸闷
白带量多,白带色黄
白带量多,意识障碍
白带量多,精神恍惚
情志异常,纳差
情志异常,胸闷
情志异常,白带色黄
情志异常,意识障碍
纳差,白带色黄
纳差,意识障碍
纳差,精神恍惚
胸闷,白带色黄
胸闷,精神恍惚
白带色黄,意识障碍
白带色黄,精神恍惚
意识障碍,精神恍惚
情绪不稳,手足发热
情绪不稳,绝经
情绪不稳,唇色红
情绪不稳,耳鸣
情绪不稳,月经骤来
情绪不稳,口渴
情绪不稳,鼻衄
情绪不稳,发热
情绪不稳,经断复行
手足发热,绝经
手足发热,不寐
手足发热,唇色红
手足发热,耳鸣
手足发热,烦躁
手足发热,月经骤来
手足发热,口渴
手足发热,鼻衄
手足发热,头晕
手足发热,面赤
手足发热,发热
手足发热,经断复行
手足发热,月经过少
绝经,不寐
绝经,唇色红
绝经,耳鸣
绝经,烦躁
绝经,月经骤来
绝经,口渴
绝经,鼻衄
绝经,头晕
绝经,面赤
绝经,发热
绝经,经断复行
绝经,月经过少
不寐,唇色红
不寐,耳鸣
不寐,月经骤来
不寐,鼻衄
不寐,经断复行
唇色红,耳鸣
唇色红,烦躁
唇色红,月经骤来
唇色红,口渴
唇色红,鼻衄
唇色红,头晕
唇色红,面赤
唇色红,发热
唇色红,经断复行
唇色红,月经过少
耳鸣,烦躁
耳鸣,月经骤来
耳鸣,口渴
耳鸣,鼻衄
耳鸣,经断复行
烦躁,月经骤来
烦躁,口渴
烦躁,鼻衄
烦躁,发热
烦躁,经断复行
月经骤来,口渴
月经骤来,鼻衄
月经骤来,头晕
月经骤来,面赤
月经骤来,发热
月经骤来,经断复行
月经骤来,月经过少
口渴,鼻衄
口渴,头晕
口渴,面赤
口渴,经断复行
鼻衄,头晕
鼻衄,面赤
鼻衄,经断复行
鼻衄,月经过少
头晕,经断复行
面赤,经断复行
发热,经断复行
经断复行,月经过少
月经骤来,乳房痛
月经骤来,乳房胀
乳房痛,经断复行
乳房胀,经断复行
口淡,月经色淡
口淡,乏力
口淡,经断复行
口淡,月经过少
口淡,面白
浮肿,经断复行
浮肿,面白
月经色淡,经断复行
乏力,经断复行
纳差,经断复行
经断复行,面白
不寐,消瘦
不寐,视力受损
不寐,脱形
不寐,皮肤干燥
不寐,面黄
不寐,视物模糊
少言,视力受损
少言,头晕
少言,皮肤干燥
少言,视物模糊
少气,视力受损
少气,头晕
少气,皮肤干燥
少气,视物模糊
消瘦,视力受损
消瘦,头晕
消瘦,面色不荣
消瘦,皮肤干燥
消瘦,心悸
消瘦,视物模糊
视力受损,脱形
视力受损,面色不荣
视力受损,皮肤干燥
视力受损,面黄
视力受损,心悸
头晕,脱形
头晕,面色不荣
头晕,皮肤干燥
脱形,面色不荣
脱形,皮肤干燥
脱形,心悸
脱形,视物模糊
面色不荣,面黄
面色不荣,视物模糊
皮肤干燥,面黄
皮肤干燥,心悸
皮肤干燥,视物模糊
面黄,视物模糊
心悸,视物模糊
口粘,月经骤来
口粘,经断复行
口粘,便秘
口粘,口苦
月经骤来,便秘
月经骤来,口苦
经断复行,便秘
经断复行,口苦
闭经,情绪不稳
闭经,腰酸
闭经,汗出
闭经,阴干
闭经,不寐
闭经,耳鸣
闭经,胁痛
闭经,烦躁
闭经,白带量少
闭经,头晕
闭经,月经不调
闭经,发热
闭经,月经后期
情绪不稳,腰酸
情绪不稳,汗出
情绪不稳,阴干
情绪不稳,白带量少
情绪不稳,月经后期
腰酸,汗出
腰酸,阴干
腰酸,不寐
腰酸,胁痛
腰酸,烦躁
腰酸,白带量少
腰酸,月经不调
腰酸,发热
腰酸,口苦
汗出,阴干
汗出,不寐
汗出,胁痛
汗出,烦躁
汗出,白带量少
汗出,月经不调
汗出,月经后期
汗出,口苦
阴干,不寐
阴干,耳鸣
阴干,胁痛
阴干,烦躁
阴干,白带量少
阴干,头晕
阴干,月经不调
阴干,发热
阴干,月经后期
阴干,口苦
不寐,白带量少
不寐,月经后期
耳鸣,胁痛
耳鸣,白带量少
耳鸣,月经不调
耳鸣,月经后期
耳鸣,口苦
胁痛,白带量少
胁痛,发热
胁痛,月经后期
烦躁,白带量少
烦躁,月经后期
白带量少,头晕
白带量少,月经不调
白带量少,发热
白带量少,月经后期
白带量少,口苦
头晕,月经后期
月经不调,月经后期
发热,月经后期
发热,口苦
月经后期,口苦
闭经,浮肿
闭经,肢冷
闭经,呼吸急促
闭经,乏力
闭经,纳差
闭经,面暗
闭经,便溏
闭经,少言
闭经,形寒
浮肿,呼吸急促
浮肿,月经不调
浮肿,面暗
浮肿,少言
腰酸,呼吸急促
腰酸,乏力
腰酸,纳差
腰酸,少言
肢冷,呼吸急促
肢冷,乏力
肢冷,月经不调
肢冷,纳差
肢冷,少言
呼吸急促,月经不调
呼吸急促,面暗
呼吸急促,形寒
乏力,月经不调
乏力,面暗
乏力,形寒
月经不调,纳差
月经不调,面暗
月经不调,便溏
月经不调,少言
月经不调,形寒
纳差,面暗
纳差,形寒
面暗,少言
少言,形寒
汗出,面黄
汗出,腹胀
汗出,呼吸急促
汗出,健忘
汗出,纳差
汗出,崩漏
汗出,心悸
汗出,便溏
面黄,呼吸急促
面黄,健忘
面黄,恶寒
面黄,月经不调
面黄,崩漏
不寐,腹胀
不寐,呼吸急促
不寐,恶寒
不寐,崩漏
腹胀,健忘
腹胀,恶寒
腹胀,月经不调
腹胀,心悸
呼吸急促,健忘
呼吸急促,恶寒
呼吸急促,心悸
健忘,恶寒
健忘,月经不调
健忘,纳差
健忘,崩漏
健忘,心悸
健忘,便溏
恶寒,月经不调
恶寒,纳差
恶寒,崩漏
恶寒,心悸
恶寒,便溏
月经不调,崩漏
月经不调,心悸
崩漏,心悸
闭经,健忘
闭经,心悸
情绪不稳,健忘
情绪不稳,心悸
烦躁,健忘
烦躁,心悸
健忘,发热
发热,心悸
腹痛,白带稠
腹痛,尿热
腹痛,阴痒
腹痛,白带量多
白带稠,尿热
白带稠,阴痒
白带稠,白带量多
白带稠,白带色黄
尿热,阴痒
尿热,白带量多
尿热,白带色黄
阴痒,白带量多
阴痒,白带色黄
浮肿,下肢无力
浮肿,白带色黄
浮肿,月经过多
腰酸,白带色黄
腰酸,月经过多
下肢无力,纳差
下肢无力,白带色黄
下肢无力,月经过多
白带色黄,月经过多
情绪不稳,白带色赤
情绪不稳,阴痒
情绪不稳,带下赤白相兼
情绪不稳,尿不利
腹痛,白带色赤
腹痛,口渴
腹痛,带下赤白相兼
腹痛,尿不利
烦躁,白带色赤
烦躁,阴痒
烦躁,带下赤白相兼
烦躁,尿不利
白带色赤,阴痒
白带色赤,口渴
白带色赤,带下赤白相兼
白带色赤,尿黄
白带色赤,尿不利
白带色赤,胸闷
白带色赤,腹胀
白带色赤,口苦
阴痒,口渴
阴痒,带下赤白相兼
阴痒,尿黄
阴痒,尿不利
阴痒,胸闷
阴痒,腹胀
阴痒,口苦
口渴,带下赤白相兼
口渴,尿不利
口渴,胸闷
口渴,口苦
带下赤白相兼,尿黄
带下赤白相兼,尿不利
带下赤白相兼,胸闷
带下赤白相兼,腹胀
带下赤白相兼,口苦
尿黄,尿不利
尿不利,胸闷
尿不利,腹胀
尿不利,口苦
情绪不稳,胁胀
胁胀,烦躁
胁胀,阴痒
胁胀,头晕
胁胀,白带量多
胁胀,白带色赤
阴痒,头晕
头晕,白带量多
头晕,白带色赤
白带量多,白带色赤
情绪不稳,阴热
情绪不稳,皮肤瘙痒
咽干,腰酸
咽干,阴干
咽干,阴热
咽干,白带量多
咽干,白带色赤
咽干,皮肤瘙痒
咽干,心悸
腰酸,阴热
腰酸,白带量多
腰酸,尿黄
腰酸,白带色赤
腰酸,皮肤瘙痒
腰酸,心悸
阴干,阴热
阴干,白带量多
阴干,尿黄
阴干,白带色赤
阴干,皮肤瘙痒
阴干,心悸
耳鸣,阴热
耳鸣,白带量多
耳鸣,尿黄
耳鸣,白带色赤
耳鸣,皮肤瘙痒
耳鸣,心悸
烦躁,阴热
烦躁,皮肤瘙痒
阴热,白带量多
阴热,头晕
阴热,尿黄
阴热,白带色赤
阴热,皮肤瘙痒
阴热,心悸
阴热,口苦
白带量多,尿黄
白带量多,皮肤瘙痒
白带量多,心悸
白带量多,口苦
头晕,皮肤瘙痒
尿黄,心悸
白带色赤,皮肤瘙痒
白带色赤,心悸
皮肤瘙痒,心悸
皮肤瘙痒,口苦
心悸,口苦
腹泻,汗出
腹泻,自汗
腹泻,肌肤甲错
腹泻,呼吸急促
腹泻,脱形
腹泻,喉呛
腹泻,气喘
腹泻,发热
腹泻,声哑
腹泻,盗汗
腹泻,心悸
汗出,肌肤甲错
汗出,脱形
汗出,喉呛
汗出,气喘
自汗,肌肤甲错
自汗,呼吸急促
自汗,脱形
自汗,喉呛
自汗,气喘
自汗,声哑
自汗,盗汗
自汗,心悸
肌肤甲错,呼吸急促
肌肤甲错,脱形
肌肤甲错,喉呛
肌肤甲错,气喘
肌肤甲错,发热
肌肤甲错,声哑
肌肤甲错,盗汗
肌肤甲错,心悸
呼吸急促,脱形
呼吸急促,喉呛
呼吸急促,气喘
呼吸急促,发热
呼吸急促,声哑
呼吸急促,盗汗
脱形,喉呛
脱形,气喘
脱形,发热
脱形,声哑
脱形,盗汗
喉呛,气喘
喉呛,发热
喉呛,声哑
喉呛,盗汗
喉呛,心悸
气喘,声哑
气喘,盗汗
气喘,心悸
声哑,心悸
盗汗,心悸
腹痛,不孕
不孕,肢冷
不孕,白带色赤
不孕,形寒
肢冷,白带色赤
白带色赤,形寒
腹痛,抑郁
腹痛,气味酸臭
腹痛,五色带
腹痛,带下色白
胁痛,抑郁
胁痛,气味酸臭
胁痛,白带色赤
胁痛,五色带
胁痛,纳差
胁痛,带下色白
抑郁,气味酸臭
抑郁,白带色赤
抑郁,头胀
抑郁,五色带
抑郁,纳差
抑郁,胸闷
抑郁,带下色白
气味酸臭,白带色赤
气味酸臭,头胀
气味酸臭,五色带
气味酸臭,纳差
气味酸臭,胸闷
气味酸臭,带下色白
白带色赤,头胀
白带色赤,五色带
白带色赤,纳差
白带色赤,带下色白
头胀,五色带
头胀,纳差
头胀,胸闷
头胀,带下色白
五色带,纳差
五色带,胸闷
五色带,带下色白
纳差,带下色白
胸闷,带下色白
口粘,消瘦
口粘,带下赤白相兼
口粘,乏力
口粘,发热
口粘,五色带
消瘦,带下赤白相兼
消瘦,发热
消瘦,五色带
带下赤白相兼,头晕
带下赤白相兼,乏力
带下赤白相兼,发热
带下赤白相兼,五色带
头晕,五色带
乏力,发热
乏力,五色带
发热,五色带
腹痛,尿痛
腹痛,尿频
腹痛,恶臭
尿痛,带下赤白相兼
尿痛,尿频
尿痛,发热
尿痛,五色带
尿痛,恶臭
带下赤白相兼,尿频
带下赤白相兼,恶臭
尿频,发热
尿频,五色带
尿频,恶臭
发热,恶臭
五色带,恶臭
腹痛,消瘦
腰酸,消瘦
腰酸,五色带
消瘦,下肢无力
下肢无力,头晕
下肢无力,乏力
下肢无力,五色带
脘痞,不能食
脘痞,意识障碍
脘痞,嗜睡
呕吐,不能食
呕吐,意识障碍
呕吐,嗜睡
乏力,不能食
乏力,意识障碍
乏力,嗜睡
不能食,腹胀
不能食,意识障碍
不能食,嗜睡
腹胀,意识障碍
腹胀,嗜睡
意识障碍,嗜睡
腹痛,面青
腹痛,不食
腹痛,恶寒
腹痛,喜热饮
面青,不食
面青,肢冷
面青,恶寒
面青,呕吐
面青,乏力
面青,喜热饮
不食,肢冷
不食,恶寒
不食,呕吐
不食,乏力
不食,喜热饮
肢冷,恶寒
肢冷,呕吐
肢冷,喜热饮
恶寒,呕吐
恶寒,乏力
恶寒,喜热饮
呕吐,喜热饮
乏力,喜热饮
情绪不稳,恶心
情绪不稳,喜冷
恶心,喜冷
恶心,烦躁
恶心,面赤
恶心,便秘
喜冷,烦躁
喜冷,呕吐
喜冷,面赤
呕吐,面赤
呕吐,便秘
恶心,呼吸困难
恶心,口淡
恶心,口粘
恶心,胸膈痞满
恶心,心悸
呼吸困难,口淡
呼吸困难,口粘
呼吸困难,胸膈痞满
呼吸困难,视力受损
呼吸困难,头晕
呼吸困难,呕吐
呼吸困难,纳差
呼吸困难,心悸
呼吸困难,视物模糊
口淡,口粘
口淡,胸膈痞满
口淡,视力受损
口淡,头晕
口淡,呕吐
口淡,心悸
口淡,视物模糊
口粘,胸膈痞满
口粘,心悸
胸膈痞满,视力受损
胸膈痞满,头晕
胸膈痞满,呕吐
胸膈痞满,纳差
胸膈痞满,心悸
胸膈痞满,视物模糊
呕吐,心悸
胁痛,口酸
胁痛,嗳气
胁痛,呕吐
胁痛,口臭
口酸,嗳气
口酸,头晕
口酸,呕吐
口酸,胸闷
口酸,口苦
口酸,口臭
嗳气,头晕
嗳气,口苦
嗳气,口臭
头晕,口臭
呕吐,口苦
呕吐,口臭
胸闷,口臭
恶心,不喜饮
恶心,胸胀
恶心,神情呆滞
恶心,胸部白㾦
恶心,面垢
恶心,面暗
恶心,白㾦
不喜饮,汗出
不喜饮,口粘
不喜饮,胸胀
不喜饮,神情呆滞
不喜饮,胸部白㾦
不喜饮,口渴
不喜饮,面垢
不喜饮,发热
不喜饮,纳差
不喜饮,面暗
不喜饮,腹胀
不喜饮,白㾦
汗出,口粘
汗出,胸胀
汗出,神情呆滞
汗出,胸部白㾦
汗出,口渴
汗出,面垢
汗出,面暗
汗出,白㾦
口粘,胸胀
口粘,神情呆滞
口粘,胸部白㾦
口粘,口渴
口粘,面垢
口粘,面暗
口粘,腹胀
口粘,白㾦
胸胀,神情呆滞
胸胀,胸部白㾦
胸胀,口渴
胸胀,面垢
胸胀,发热
胸胀,纳差
胸胀,面暗
胸胀,腹胀
胸胀,白㾦
神情呆滞,胸部白㾦
神情呆滞,口渴
神情呆滞,面垢
神情呆滞,发热
神情呆滞,纳差
神情呆滞,面暗
神情呆滞,腹胀
神情呆滞,白㾦
胸部白㾦,口渴
胸部白㾦,面垢
胸部白㾦,发热
胸部白㾦,纳差
胸部白㾦,面暗
胸部白㾦,腹胀
胸部白㾦,白㾦
口渴,面垢
口渴,面暗
口渴,白㾦
面垢,发热
面垢,纳差
面垢,面暗
面垢,腹胀
面垢,白㾦
发热,纳差
发热,面暗
发热,腹胀
发热,白㾦
纳差,白㾦
面暗,白㾦
腹胀,白㾦
咽干,不喜饮
咽干,坐卧不安
咽干,尿短
情绪不稳,不喜饮
情绪不稳,坐卧不安
情绪不稳,尿短
不喜饮,烦躁
不喜饮,坐卧不安
不喜饮,尿黄
不喜饮,尿短
烦躁,坐卧不安
烦躁,尿短
口渴,坐卧不安
口渴,尿短
坐卧不安,尿黄
坐卧不安,尿短
坐卧不安,发热
头昏沉,情绪不稳
头昏沉,口粘
头昏沉,脘痞
头昏沉,胆怯
头昏沉,烦躁
头昏沉,头晕
头昏沉,呕吐
头昏沉,纳差
头昏沉,心悸
情绪不稳,口粘
情绪不稳,脘痞
情绪不稳,胆怯
恶心,脘痞
恶心,胆怯
口粘,胆怯
口粘,烦躁
脘痞,胆怯
脘痞,烦躁
脘痞,心悸
胆怯,烦躁
胆怯,头晕
胆怯,呕吐
胆怯,纳差
胆怯,心悸
情绪不稳,易惊
情绪不稳,善太息
情绪不稳,抑郁
易惊,胁胀
易惊,烦躁
易惊,胁痛
易惊,善太息
易惊,抑郁
胁胀,胁痛
胁胀,善太息
胁胀,抑郁
烦躁,善太息
烦躁,抑郁
胁痛,善太息
善太息,抑郁
咳嗽,咳痰
咳嗽,流鼻涕
咳嗽,无汗
咳嗽,头痛
咳嗽,恶寒
咳嗽,鼻塞
咳嗽,肢软
咳嗽,咽痒
咳嗽,声浊
咳痰,流鼻涕
咳痰,无汗
咳痰,头痛
咳痰,恶寒
咳痰,发热
咳痰,鼻塞
咳痰,肢软
咳痰,咽痒
咳痰,声浊
流鼻涕,无汗
流鼻涕,头痛
流鼻涕,恶寒
流鼻涕,发热
流鼻涕,鼻塞
流鼻涕,肢软
流鼻涕,咽痒
流鼻涕,声浊
无汗,发热
无汗,鼻塞
无汗,肢软
无汗,咽痒
无汗,声浊
头痛,鼻塞
头痛,肢软
头痛,咽痒
头痛,声浊
恶寒,鼻塞
恶寒,肢软
恶寒,咽痒
恶寒,声浊
发热,鼻塞
发热,肢软
发热,咽痒
发热,声浊
鼻塞,肢软
鼻塞,咽痒
鼻塞,声浊
肢软,咽痒
肢软,声浊
咽痒,声浊
汗出,咽痛
汗出,咳痰
咽痛,咳嗽
咽痛,咳痰
咽痛,口渴
咽痛,头痛
咽痛,恶寒
咽痛,发热
咳嗽,口渴
咳痰,口渴
口渴,头痛
口渴,恶寒
咽干,咽痛
咽干,咳痰
咽干,形寒
咽干,咳血
咽痛,鼻干
咽痛,形寒
咽痛,咳血
咳嗽,形寒
咳嗽,咳血
咳痰,鼻干
咳痰,形寒
咳痰,咳血
鼻干,形寒
鼻干,咳血
发热,形寒
发热,咳血
形寒,咳血
口渴,声哑
口渴,咳血
面赤,咳血
声哑,咳血
脘痞,咳嗽
脘痞,咳痰
脘痞,胸闷
脘痞,便溏
咳嗽,纳差
咳嗽,胸闷
咳嗽,便溏
咳痰,纳差
咳痰,胸闷
咳痰,便溏
胸闷,便溏
咽干,呼吸困难
咽干,呼吸急促
咽干,尿失禁
呼吸困难,腰酸
呼吸困难,耳鸣
呼吸困难,咳嗽
呼吸困难,咳痰
呼吸困难,呼吸急促
呼吸困难,尿失禁
腰酸,咳嗽
腰酸,咳痰
腰酸,尿失禁
耳鸣,咳痰
耳鸣,呼吸急促
耳鸣,尿失禁
